Artikelnummer;Name;Einheit;Bestand;"Bestand aktiviert";Umsatzsteuer;Einkaufspreis;Verkaufspreis;Kategorie;Beschreibung
1080;"BYD Battery-Box Premium HVM 19.3";Stk;0,00;1;20,00;7.383,20;10.500,00;Fronius;"Eine BYD Battery-Box Premium HVM besteht aus 3 bis 8 HVM-Batteriemodulen, die in Reihe geschaltet sind, um eine Kapazität von 8,3 bis 22,1 kWh zu erreichen. Die direkte Parallelschaltung von bis zu 3 identischen BYD Battery-Box Premium HVM ermöglicht zusätzlich eine maximale Leistung von 66,2 kWh. Das System kann durch Hinzufügen zusätzlicher HVM-Module oder paralleler HVM-Türme später erweitert werden."
1079;"BYD Battery-Box Premium HVM 22.1";Stk;0,00;1;20,00;8.376,78;11.900,00;Fronius;"Eine BYD Battery-Box Premium HVM besteht aus 3 bis 8 HVM-Batteriemodulen, die in Reihe geschaltet sind, um eine Kapazität von 8,3 bis 22,1 kWh zu erreichen. Die direkte Parallelschaltung von bis zu 3 identischen BYD Battery-Box Premium HVM ermöglicht zusätzlich eine maximale Leistung von 66,2 kWh. Das System kann durch Hinzufügen zusätzlicher HVM-Module oder paralleler HVM-Türme später erweitert werden."
1078;"BYD Battery-Box Premium HVM 16.6";Stk;0,00;1;20,00;6.389,61;8.900,00;Fronius;"Eine BYD Battery-Box Premium HVM besteht aus 3 bis 8 HVM-Batteriemodulen, die in Reihe geschaltet sind, um eine Kapazität von 8,3 bis 22,1 kWh zu erreichen. Die direkte Parallelschaltung von bis zu 3 identischen BYD Battery-Box Premium HVM ermöglicht zusätzlich eine maximale Leistung von 66,2 kWh. Das System kann durch Hinzufügen zusätzlicher HVM-Module oder paralleler HVM-Türme später erweitert werden."
1077;"BYD Battery-Box Premium HVM 11.0";Stk;0,00;1;20,00;4.402,44;6.200,00;Fronius;"Eine BYD Battery-Box Premium HVM besteht aus 3 bis 8 HVM-Batteriemodulen, die in Reihe geschaltet sind, um eine Kapazität von 8,3 bis 22,1 kWh zu erreichen. Die direkte Parallelschaltung von bis zu 3 identischen BYD Battery-Box Premium HVM ermöglicht zusätzlich eine maximale Leistung von 66,2 kWh. Das System kann durch Hinzufügen zusätzlicher HVM-Module oder paralleler HVM-Türme später erweitert werden."
1076;"BYD Battery-Box Premium HVM 13.8";Stk;0,00;1;20,00;5.396,03;7.900,00;Fronius;"Eine BYD Battery-Box Premium HVM besteht aus 3 bis 8 HVM-Batteriemodulen, die in Reihe geschaltet sind, um eine Kapazität von 8,3 bis 22,1 kWh zu erreichen. Die direkte Parallelschaltung von bis zu 3 identischen BYD Battery-Box Premium HVM ermöglicht zusätzlich eine maximale Leistung von 66,2 kWh. Das System kann durch Hinzufügen zusätzlicher HVM-Module oder paralleler HVM-Türme später erweitert werden."
1075;"BYD Battery-Box Premium HVM 8.3";Stk;0,00;1;20,00;3.408,85;4.700,00;Fronius;"Eine BYD Battery-Box Premium HVM besteht aus 3 bis 8 HVM-Batteriemodulen, die in Reihe geschaltet sind, um eine Kapazität von 8,3 bis 22,1 kWh zu erreichen. Die direkte Parallelschaltung von bis zu 3 identischen BYD Battery-Box Premium HVM ermöglicht zusätzlich eine maximale Leistung von 66,2 kWh. Das System kann durch Hinzufügen zusätzlicher HVM-Module oder paralleler HVM-Türme später erweitert werden."
1074;"FRONIUS Symo GEN24 10.0 Plus";Stk;0,00;1;20,00;2.338,62;3.290,00;Fronius;"Bereit für die private Energiewende: Mit unserem Wechselrichter Fronius GEN24 Plus als Herz der privaten PV-Anlage produzieren Haushalte ihre eigene Energie flexibel, nachhaltig und günstig. Der Hybrid-Wechselrichter erlaubt die Nutzung eines Batteriespeichers – und damit die komplette Energieselbstversorgung für Strom, Wärme, Kälte und E-Mobilität.Der Fronius GEN24 Plus verfügt mit „PV Point“ über eine integrierte Basisnotstromversorgung oder auf Wunsch auch eine umfassende Full Backup Notstromversorgung mithilfe eines angeschlossenen Batteriespeichers."
1073;"FRONIUS Symo GEN24 8.0 Plus";Stk;0,00;1;20,00;2.238,56;3.100,00;Fronius;"Bereit für die private Energiewende: Mit unserem Wechselrichter Fronius GEN24 Plus als Herz der privaten PV-Anlage produzieren Haushalte ihre eigene Energie flexibel, nachhaltig und günstig. Der Hybrid-Wechselrichter erlaubt die Nutzung eines Batteriespeichers – und damit die komplette Energieselbstversorgung für Strom, Wärme, Kälte und E-Mobilität.Der Fronius GEN24 Plus verfügt mit „PV Point“ über eine integrierte Basisnotstromversorgung oder auf Wunsch auch eine umfassende Full Backup Notstromversorgung mithilfe eines angeschlossenen Batteriespeichers."
1072;"FRONIUS Symo GEN24 6.0 Plus";Stk;0,00;1;20,00;1.943,90;2.700,00;Fronius;"Bereit für die private Energiewende: Mit unserem Wechselrichter Fronius GEN24 Plus als Herz der privaten PV-Anlage produzieren Haushalte ihre eigene Energie flexibel, nachhaltig und günstig. Der Hybrid-Wechselrichter erlaubt die Nutzung eines Batteriespeichers – und damit die komplette Energieselbstversorgung für Strom, Wärme, Kälte und E-Mobilität.Der Fronius GEN24 Plus verfügt mit „PV Point“ über eine integrierte Basisnotstromversorgung oder auf Wunsch auch eine umfassende Full Backup Notstromversorgung mithilfe eines angeschlossenen Batteriespeichers."
1071;"FRONIUS Symo GEN24 4.0 Plus";Stk;0,00;1;20,00;1.551,26;2.190,00;Fronius;"Bereit für die private Energiewende: Mit unserem Wechselrichter Fronius GEN24 Plus als Herz der privaten PV-Anlage produzieren Haushalte ihre eigene Energie flexibel, nachhaltig und günstig. Der Hybrid-Wechselrichter erlaubt die Nutzung eines Batteriespeichers – und damit die komplette Energieselbstversorgung für Strom, Wärme, Kälte und E-Mobilität.Der Fronius GEN24 Plus verfügt mit „PV Point“ über eine integrierte Basisnotstromversorgung oder auf Wunsch auch eine umfassende Full Backup Notstromversorgung mithilfe eines angeschlossenen Batteriespeichers."
1070;"FRONIUS Symo GEN24 3.0 Plus";Stk;0,00;1;20,00;1.453,96;2.040,00;Fronius;"Bereit für die private Energiewende: Mit unserem Wechselrichter Fronius GEN24 Plus als Herz der privaten PV-Anlage produzieren Haushalte ihre eigene Energie flexibel, nachhaltig und günstig. Der Hybrid-Wechselrichter erlaubt die Nutzung eines Batteriespeichers – und damit die komplette Energieselbstversorgung für Strom, Wärme, Kälte und E-Mobilität.Der Fronius GEN24 Plus verfügt mit „PV Point“ über eine integrierte Basisnotstromversorgung oder auf Wunsch auch eine umfassende Full Backup Notstromversorgung mithilfe eines angeschlossenen Batteriespeichers."
1069;"FRONIUS Symo GEN24 5.0 Plus";Stk;0,00;1;20,00;1.633,38;2.280,00;Fronius;"Bereit für die private Energiewende: Mit unserem Wechselrichter Fronius GEN24 Plus als Herz der privaten PV-Anlage produzieren Haushalte ihre eigene Energie flexibel, nachhaltig und günstig. Der Hybrid-Wechselrichter erlaubt die Nutzung eines Batteriespeichers – und damit die komplette Energieselbstversorgung für Strom, Wärme, Kälte und E-Mobilität.Der Fronius GEN24 Plus verfügt mit „PV Point“ über eine integrierte Basisnotstromversorgung oder auf Wunsch auch eine umfassende Full Backup Notstromversorgung mithilfe eines angeschlossenen Batteriespeichers."
1068;"FRONIUS BATTERY BACKUP BOX AP";Stk;0,00;1;20,00;958,76;1.400,00;Fronius;"NETZUMSCHALTBOX FÜR SYMO GEN24 UND SYMO HYBRID"
1067;"FRONIUS OHMPILOT 9.0-3 WARMWASSER";Stk;0,00;1;20,00;620,00;890,00;Fronius;"VERBRAUCHSREGLER ZUR WARMWASSERAUFBEREITUNG Der Fronius Ohmpilot ist mit allen Fronius Wechselrichtern kompatibel, Voraussetzung zur Nutzung ist ein Fronius Datamanager 2.0 sowie ein Fronius Smart Meter. Bei den Wechselrichtern Symo, Primo, Galvo und Eco ist der Fronius Datamanager standardmäßig integriert. In bereits installierten Wechselrichtern kann sowohl der Fronius Datamanager als auch der Fronius Smart Meter jederzeit nachgerüstet werden."
1066;"MONTAGESET PV GELÄNDER";Stk;0,00;1;20,00;50,00;115,00;Unterkonstruktion;"Befestigungskomponenten: Schrauben, Schienen, Modulklemmen"
1065;"MONTAGESET PV SCHRÄGDACH ZIEGEL";Stk;0,00;1;20,00;50,00;85,00;Unterkonstruktion;"Professionelles Montagesystem für Schrägdach Ziegel – sichere Befestigung & optimale Statik. • Hochwertige Halterung • Inklusive Schienen, Dachhaken und Modulklemmen • Perfekte Positionierung für gleichmäßige Energieproduktion"
1064;"MONTAGESET PV FLACHDACH OST/WEST";Stk;0,00;1;20,00;50,00;85,00;Unterkonstruktion;"Professionelles Montagesystem für Flachdach Ost/ West – optimale Ausrichtung & maximale Erträge. • Hochwertige Aufständerung • Inklusive Ballastierung & Modulklemmen • Perfekte Positionierung für gleichmäßige Energieproduktion"
1063;"MONTAGESET PV FLACHDACH SÜD";Stk;0,00;1;20,00;75,00;125,00;Unterkonstruktion;"Befestigungskomponenten: Modulaufständerung Süd, Luftleitblech, Ballastierung, Modulklemmen"
1062;"MONTAGESET PV WELLETERNIT";Stk;0,00;1;20,00;42,00;75,00;Unterkonstruktion;"Befestigungskomponenten: Stockschrauben, Schienen, Modulklemmen"
1061;"MONTAGESET PV BLECHDACH-TRAPEZ";Stk;0,00;1;20,00;39,00;85,00;Unterkonstruktion;"Befestigungskomponenten: Trapezklemmen, Schienen, Modulklemmen"
1060;"MONTAGESET PV BLECHDACH-FALZ";Stk;0,00;1;20,00;75,00;125,00;Unterkonstruktion;"Befestigungskomponenten: Falzklemmen, Schienen, Modulklemmen"
1059;"MONTAGESET PV ETERNIT RHOMBUS";Stk;0,00;1;20,00;67,00;115,00;Unterkonstruktion;"Befestigungskomponenten: Stockschrauben, Dichtplatte, Schienen, Modulklemmen"
1058;"SOLAX T-BAT H 6kWh SPEICHERSYSTEM";Stk;0,00;1;20,00;2.373,82;3.400,00;SolaX;"Mit der Solax T-BAT H 3.0 Hochvoltbatterie lassen sich für den Residential-Bereich ideale Speichergrößen bis 12,0 kWh zusammenstellen. Dank der Einzelkapazität von 3,0 kWh geht das in kleinen Schritten und passgenau. Mit nur 148 mm Bautiefe findet der Speicher überall Platz. Und in Kombination mit der Solax Mate Box für die automatische Ersatzstromumschaltung sogar als komplette Einheit inklusive Wechselrichter. Produktvorteile: • Bewährte, ultra-flache Stapelbauweise • Kaskadierbar bis zu 4 Batteriemodule • Updates und Diagnose über den Wechselrichter Produkteigenschaften Speicher: • Batteriekapazität (nutzbar): 5,5 kWh • Kaskadierbar: bis zu 4 Batteriemodule • Zellchemie: LFP • Nennspannung: 180 - 232 V • Schutzklasse: IP65 • Abmessungen: 1118 x 482 x 148 mm (H x B x T) • Gewicht: BMS + Sockel: 7,5 kg, 2 x Speicher je 34,5 kg"
1057;"SOLAX T-BAT HS 10kWh SPEICHERSYSTEM";Stk;0,00;1;20,00;3.532,05;4.990,00;SolaX;"Die neue T-BAT SYS-HV-S Hochvoltspeicher-Serie ermöglicht pro Einheit eine nutzbare Kapazität bis zu 29,9 kWh. Damit ist sie die ideale Kombi für die neuen X3-Ultra Hybriden mit 15 bis 30 kW. Aber auch an den bisherigen, kleineren Systemen kann dieser Speicher betrieben werden. Schnelle, kabellose Installation und zeitliche unbegrenzte Erweiterung sind ein dickes Plus. Produktvorteile: • Bewährte kabellose Stapelbauweise • Bis zu 13 Speichermodule pro Einheit • Updates und Diagnose über den Wechselrichter Produkteigenschaften Speicher: • Batteriekapazität (nutzbar): 9,2 kWh • Aufbau pro Einheit: 2 bis 13 Batteriemodule • Zellchemie: LFP • Nennspannung: 460,8 V • Schutzklasse: IP65 • Abmessungen: 773 x 510 x 365 mm (HxBxT) • Gewicht: Speicher - 4 x 28,0 kg; BMS – 10,0 kg"
1056;"SOLAX T-BAT HS 12.5kWh SPEICHERSYSTEM";Stk;0,00;1;20,00;4.294,46;6.300,00;SolaX;"Die neue T-BAT SYS-HV-S Hochvoltspeicher-Serie ermöglicht pro Einheit eine nutzbare Kapazität bis zu 29,9 kWh. Damit ist sie die ideale Kombi für die neuen X3-Ultra Hybriden mit 15 bis 30 kW. Aber auch an den bisherigen, kleineren Systemen kann dieser Speicher betrieben werden. Schnelle, kabellose Installation und zeitliche unbegrenzte Erweiterung sind ein dickes Plus. Produktvorteile: • Bewährte kabellose Stapelbauweise • Bis zu 13 Speichermodule pro Einheit • Updates und Diagnose über den Wechselrichter Produkteigenschaften Speicher: • Batteriekapazität (nutzbar): 11,5 kWh • Aufbau pro Einheit: 2 bis 13 Batteriemodule • Zellchemie: LFP • Nennspannung: 460,8 V • Schutzklasse: IP65 • Abmessungen: 910 x 510 x 365 mm (HxBxT) • Gewicht: Speicher - 5 x 28,0 kg; BMS – 10,0 kg"
1055;"SOLAX T-BAT HS 15kWh SPEICHERSYSTEM";Stk;0,00;1;20,00;5.056,87;7.400,00;SolaX;"Die neue T-BAT SYS-HV-S Hochvoltspeicher-Serie ermöglicht pro Einheit eine nutzbare Kapazität bis zu 29,9 kWh. Damit ist sie die ideale Kombi für die neuen X3-Ultra Hybriden mit 15 bis 30 kW. Aber auch an den bisherigen, kleineren Systemen kann dieser Speicher betrieben werden. Schnelle, kabellose Installation und zeitliche unbegrenzte Erweiterung sind ein dickes Plus. Produktvorteile: • Bewährte kabellose Stapelbauweise • Bis zu 13 Speichermodule pro Einheit • Updates und Diagnose über den Wechselrichter Produkteigenschaften Speicher: • Batteriekapazität (nutzbar): 13,8 kWh • Aufbau pro Einheit: 2 bis 13 Batteriemodule • Zellchemie: LFP • Nennspannung: 460,8 V • Schutzklasse: IP65 • Abmessungen: 1048 x 510 x 365 mm (HxBxT) • Gewicht: Speicher - 6 x 28,0 kg; BMS – 10,0 kg"
1054;"SOLAX T-BAT HS 17.5kWh SPEICHERSYSTEM";Stk;0,00;1;20,00;5.819,28;8.200,00;SolaX;"Die neue T-BAT SYS-HV-S Hochvoltspeicher-Serie ermöglicht pro Einheit eine nutzbare Kapazität bis zu 29,9 kWh. Damit ist sie die ideale Kombi für die neuen X3-Ultra Hybriden mit 15 bis 30 kW. Aber auch an den bisherigen, kleineren Systemen kann dieser Speicher betrieben werden. Schnelle, kabellose Installation und zeitliche unbegrenzte Erweiterung sind ein dickes Plus. Produktvorteile: • Bewährte kabellose Stapelbauweise • Bis zu 13 Speichermodule pro Einheit • Updates und Diagnose über den Wechselrichter Produkteigenschaften Speicher: • Batteriekapazität (nutzbar): 16,1 kWh • Aufbau pro Einheit: 2 bis 13 Batteriemodule • Zellchemie: LFP • Nennspannung: 460,8 V • Schutzklasse: IP65 • Abmessungen: 1185 x 510 x 365 mm (HxBxT) • Gewicht: Speicher - 7 x 28,0 kg; BMS – 10,0 kg"
1053;"SOLAX T-BAT HS 20kWh SPEICHERSYSTEM";Stk;0,00;1;20,00;6.581,69;9.300,00;SolaX;"Die neue T-BAT SYS-HV-S Hochvoltspeicher-Serie ermöglicht pro Einheit eine nutzbare Kapazität bis zu 29,9 kWh. Damit ist sie die ideale Kombi für die neuen X3-Ultra Hybriden mit 15 bis 30 kW. Aber auch an den bisherigen, kleineren Systemen kann dieser Speicher betrieben werden. Schnelle, kabellose Installation und zeitliche unbegrenzte Erweiterung sind ein dickes Plus. Produktvorteile: • Bewährte kabellose Stapelbauweise • Bis zu 13 Speichermodule pro Einheit • Updates und Diagnose über den Wechselrichter Produkteigenschaften Speicher: • Batteriekapazität (nutzbar): 18,4 kWh • Aufbau pro Einheit: 2 bis 13 Batteriemodule • Zellchemie: LFP • Nennspannung: 460,8 V • Schutzklasse: IP65 • Abmessungen: 1323 x 510 x 365 mm (HxBxT) • Gewicht: Speicher - 8 x 28,0 kg; BMS – 10,0 kg"
1052;"SOLAX T-BAT HS 22.5kWh SPEICHERSYSTEM";Stk;0,00;1;20,00;7.344,10;12.900,00;SolaX;"Die neue T-BAT SYS-HV-S Hochvoltspeicher-Serie ermöglicht pro Einheit eine nutzbare Kapazität bis zu 29,9 kWh. Damit ist sie die ideale Kombi für die neuen X3-Ultra Hybriden mit 15 bis 30 kW. Aber auch an den bisherigen, kleineren Systemen kann dieser Speicher betrieben werden. Schnelle, kabellose Installation und zeitliche unbegrenzte Erweiterung sind ein dickes Plus. Produktvorteile: • Bewährte kabellose Stapelbauweise • Bis zu 13 Speichermodule pro Einheit • Updates und Diagnose über den Wechselrichter Produkteigenschaften Speicher: • Batteriekapazität (nutzbar): 20,7 kWh • Aufbau pro Einheit: 2 bis 13 Batteriemodule • Zellchemie: LFP • Nennspannung: 460,8 V • Schutzklasse: IP65 • Abmessungen: 1460 x 510 x 365 mm (HxBxT) • Gewicht: Speicher - 9 x 28,0 kg; BMS – 10,0 kg"
1051;"SOLAX WR X3-ULTRA-30K";Stk;0,00;1;20,00;2.882,10;4.100,00;SolaX;"Die Solax X3-Ultra Serie bietet leistungsstarke Wechselrichter für große Heim- und kleine Gewerbeanlagen mit 15-30 kW, zwei Batterieanschlüssen und Off-Grid-Fähigkeit. Sie unterstützt HV-S Hochvoltspeicher für bis zu 86,2 kWh. Der SolaX Power X3-30K ULTRA optimiert die Stromversorgung, bietet intelligentes Batteriemanagement und eine integrierte WiFi-Überwachung. Mit 3 MPPT, 200% PV-Überdimensionierung und KI-gesteuertem Energiemanagement ist die Serie ideal für effiziente Energieerzeugung und -nutzung in kommerziellen und industriellen Umgebungen."
1050;"SOLAX WR X3-ULTRA-25K";Stk;0,00;1;20,00;2.645,96;3.700,00;SolaX;"Die Solax X3-Ultra Serie bietet leistungsstarke Wechselrichter für große Heim- und kleine Gewerbeanlagen mit 15-30 kW, zwei Batterieanschlüssen und Off-Grid-Fähigkeit. Sie unterstützt HV-S Hochvoltspeicher für bis zu 86,2 kWh. Der SolaX Power X3-25K ULTRA optimiert die Stromversorgung, bietet intelligentes Batteriemanagement und eine integrierte WiFi-Überwachung. Mit 3 MPPT, 200% PV-Überdimensionierung und KI-gesteuertem Energiemanagement ist die Serie ideal für effiziente Energieerzeugung und -nutzung in kommerziellen und industriellen Umgebungen."
1049;"SOLAX WR X3-ULTRA-20K";Stk;0,00;1;20,00;2.292,76;3.210,00;SolaX;"Die Solax X3-Ultra Serie bietet leistungsstarke Wechselrichter für große Heim- und kleine Gewerbeanlagen mit 15-30 kW, zwei Batterieanschlüssen und Off-Grid-Fähigkeit. Sie unterstützt HV-S Hochvoltspeicher für bis zu 86,2 kWh. Der SolaX Power X3-20K ULTRA optimiert die Stromversorgung, bietet intelligentes Batteriemanagement und eine integrierte WiFi-Überwachung. Mit 3 MPPT, 200% PV-Überdimensionierung und KI-gesteuertem Energiemanagement ist die Serie ideal für effiziente Energieerzeugung und -nutzung in kommerziellen und industriellen Umgebungen."
1048;"SOLAX WR X3-HYBRID-12.0-D G4.2";Stk;0,00;1;0,00;1.656,39;2.760,00;SolaX;"SolaX hat eine Reihe von Dreiphasen-Wechselrichtern entwickelt, die in Bezug auf Qualität, Zuverlässigkeit und Effizienz in der Branche ihresgleichen suchen. Die dreiphasigen Wechselrichter von SolaX verfügen über einen weiten MPPT-Spannungsbereich, um mehr Energie zu gewinnen, und haben eine maximale Eingangsspannung von 1000 V bei einem maximalen Wirkungsgrad von 98,3%. Darüber hinaus haben SolaX-Dreiphasen-Wechselrichter die Schutzart IP66, keinen internen Lüfter und sind mit optionalem Plug-and-Play-WLAN ausgestattet."
1047;"SOLAX ADAPTER BOX G2";Stk;0,00;1;0,00;36,71;65,00;SolaX;"Mit der neuen G2 Adapter Box wird die Anbindung von Wärmepumpen bei Solax noch einfacher. Diese kann nun über Wifi konfiguriert werden und bietet mehrere Arten von Schnittstellen für das Steuersignal. Der Betrieb der von Grund auf schon effizienten Wärmepumpen wird in Kombination mit günstigem PV-Überschuss nun noch besser. Produktvorteile: • Neue G2 Version mit Wifi Schnittstelle • Überwachung in der Solax App • Einfach Ansteuerung der Wärmepumpe mit PV-Überschuss Produkteigenschaften: • Schnittstelle Wechselrichter: RS485 • Schnittstelle Konfiguration: Wifi • Schnittstellen Wärmepumpe: SG Ready, potentialfreien Kontakt, analoger Ausgang • Abmessungen: 125 x 125 x 75 mm • Schutzklasse: IP65 • Gewicht: 0,4 kg"
1046;"SOLAX WR X3-HYBRID-6.0-D G4.2";Stk;0,00;1;20,00;1.355,02;2.258,00;SolaX;"SolaX hat eine Reihe von Dreiphasen-Wechselrichtern entwickelt, die in Bezug auf Qualität, Zuverlässigkeit und Effizienz in der Branche ihresgleichen suchen. Die dreiphasigen Wechselrichter von SolaX verfügen über einen weiten MPPT-Spannungsbereich, um mehr Energie zu gewinnen, und haben eine maximale Eingangsspannung von 1000 V bei einem maximalen Wirkungsgrad von 98,3%. Darüber hinaus haben SolaX-Dreiphasen-Wechselrichter die Schutzart IP66, keinen internen Lüfter und sind mit optionalem Plug-and-Play-WLAN ausgestattet."
1045;"SOLAX WR X3-HYBRID-15.0-D G4.2";Stk;0,00;1;20,00;1.705,87;2.843,11;SolaX;"SolaX hat eine Reihe von Dreiphasen-Wechselrichtern entwickelt, die in Bezug auf Qualität, Zuverlässigkeit und Effizienz in der Branche ihresgleichen suchen. Die dreiphasigen Wechselrichter von SolaX verfügen über einen weiten MPPT-Spannungsbereich, um mehr Energie zu gewinnen, und haben eine maximale Eingangsspannung von 1000 V bei einem maximalen Wirkungsgrad von 98,3%. Darüber hinaus haben SolaX-Dreiphasen-Wechselrichter die Schutzart IP66, keinen internen Lüfter und sind mit optionalem Plug-and-Play-WLAN ausgestattet."
1044;"SOLAX WR X3-HYBRID-10.0-D G4.2";Stk;0,00;1;20,00;1.605,79;2.677,00;SolaX;"SolaX hat eine Reihe von Dreiphasen-Wechselrichtern entwickelt, die in Bezug auf Qualität, Zuverlässigkeit und Effizienz in der Branche ihresgleichen suchen. Die dreiphasigen Wechselrichter von SolaX verfügen über einen weiten MPPT-Spannungsbereich, um mehr Energie zu gewinnen, und haben eine maximale Eingangsspannung von 1000 V bei einem maximalen Wirkungsgrad von 98,3%. Darüber hinaus haben SolaX-Dreiphasen-Wechselrichter die Schutzart IP66, keinen internen Lüfter und sind mit optionalem Plug-and-Play-WLAN ausgestattet."
1043;"SOLAX WR X3-HYBRID-8.0-D G4.2";Stk;0,00;1;20,00;1.455,10;2.426,00;SolaX;"SolaX hat eine Reihe von Dreiphasen-Wechselrichtern entwickelt, die in Bezug auf Qualität, Zuverlässigkeit und Effizienz in der Branche ihresgleichen suchen. Die dreiphasigen Wechselrichter von SolaX verfügen über einen weiten MPPT-Spannungsbereich, um mehr Energie zu gewinnen, und haben eine maximale Eingangsspannung von 1000 V bei einem maximalen Wirkungsgrad von 98,3%. Darüber hinaus haben SolaX-Dreiphasen-Wechselrichter die Schutzart IP66, keinen internen Lüfter und sind mit optionalem Plug-and-Play-WLAN ausgestattet."
1042;"SOLAX SMART METER DTSU666-D";Stk;0,00;1;20,00;89,96;249,00;SolaX;"Verbrauchsmesser und Leistungsanalysator"
1041;"SOLAX WALLBOX X3-EVC-11K (PXH)";Stk;0,00;1;20,00;484,66;807,90;SolaX;"Der X3-EV Charger ist die intelligente Erweiterung Ihres Solax Speichersystems. Dank direkter Anbindung ist die Ladung mit PV Überschuss sowie die Visualisierung aller Ladevorgänge in Portal und App sofort am Start. Auch die Installation ist durch die bereits integrierten Fehlerstromschutzschalter für Gleich- und Wechselstrom ohne zusätzliche Bauteile schnell und einfach erledigt. Produktvorteile: • Direkte Anbindung an Solax Speichersysteme • Ladung mit PV Überschuss • Integrierte RFID Zugangskontrolle • AC + DC Fehlerstromschutzschalter on Bord • Onlineüberwachung per App Produkteigenschaften: • Ladeleistung: 11 kw • Netzanschluss: 400 V, 16A, 3-phasig • Kommunikation: Wifi, RS485 • Schutzklasse: IP65 • Kühlung: Passiv • Gewicht: 10,5 kg"
1040;"SOLAX WALLBOX X3-EVC-22K (PXH)";Stk;0,00;1;20,00;566,75;944,00;SolaX;"Der X3-EV Charger ist die intelligente Erweiterung Ihres Solax Speichersystems. Dank direkter Anbindung ist die Ladung mit PV Überschuss sowie die Visualisierung aller Ladevorgänge in Portal und App sofort am Start. Auch die Installation ist durch die bereits integrierten Fehlerstromschutzschalter für Gleich- und Wechselstrom ohne zusätzliche Bauteile schnell und einfach erledigt. Produktvorteile: • Direkte Anbindung an Solax Speichersysteme • Ladung mit PV Überschuss • Integrierte RFID Zugangskontrolle • AC + DC Fehlerstromschutzschalter on Bord • Onlineüberwachung per App Produkteigenschaften: • Ladeleistung: 22 kw • Netzanschluss: 400 V, 32A, 3-phasig • Kommunikation: Wifi, RS485 • Schutzklasse: IP65 • Kühlung: Passiv • Gewicht: 10,5 kg"
1039;"TIGO OPTIMIERER TS4-A-O";Stk;0,00;1;20,00;29,36;53,00;Module;"- Schutzklasse: IP68 - Ausgangskabellänge: 1,2 m - Steckverbinder: MC4/MC4 EVO2 - Maximale Systemspannung: 1000 V - Spannungsbereich: 16-80 V - Maximaler Eingangsstrom (IMAX): 15A - Kommunikationsart: Funkverbindung - IEC zertifiziert Für das Monitoring wird der Cloud Connect mit TAP von Tigo benötigt."
1038;"SOFARSOLAR BTS 20kWh SPEICHERSYSTEM";Stk;0,00;1;0,00;5.984,79;9.975,00;SofarSolar;"Das BTS Speichersystem ist die ideale Kombination zur Hybrid-Wechselrichter-Serie von Sofar. Je nach Leistungsklasse sind bis zu 8 kaskadierte Batteriemodule mit gesamt 38,0 kWh nutzbarer Kapazität möglich. Das in jeder Einheit verbaute BMS schafft maximale Flexibilität. Dank dem flachen und modularen Design findet das optisch ansprechende System immer sein Plätzchen. Produkteigenschaften Speichersystem: • Batteriekapazität (nutzbar): 19,0 kWh • Bis zu 8 Batteriemodule kaskadierbar (HYD 5-8 max. 4, HYD 10-20 max. 8 Einheiten) • Zellchemie: LFP • Nennspannung: 400 V • Schutzklasse: IP65 • Abmessungen: 1100 x 708 x 170 mm + 900 x 708 x 170 mm (HxBxT) • Gewicht: BDU + Sockel: 7,5 kg, 4x Speicher je 50,0 kg, 1x Extension: 7,5 kg"
1037;"SOFARSOLAR BTS 10kWh SPEICHERSYSTEM";Stk;0,00;1;0,00;3.089,63;5.150,00;SofarSolar;"Das BTS Speichersystem ist die ideale Kombination zur Hybrid-Wechselrichter-Serie von Sofar. Je nach Leistungsklasse sind bis zu 8 kaskadierte Batteriemodule mit gesamt 38,0 kWh nutzbarer Kapazität möglich. Das in jeder Einheit verbaute BMS schafft maximale Flexibilität. Dank dem flachen und modularen Design findet das optisch ansprechende System immer sein Plätzchen. Produkteigenschaften Speichersystem: • Batteriekapazität (nutzbar): 9,5 kWh • Bis zu 8 Batteriemodule kaskadierbar (HYD 5-8 max. 4, HYD 10-20 max. 8 Einheiten) • Zellchemie: LFP • Nennspannung: 400 V • Schutzklasse: IP65 • Abmessungen: 1100 x 708 x 170 mm (HxBxT) • Gewicht: BDU + Sockel: 7,5 kg, 2x Speicher je 50,0 kg"
1036;"SOFARSOLAR BTS 15kWh SPEICHERSYSTEM";Stk;0,00;1;0,00;4.503,35;7.510,00;SofarSolar;"Das BTS Speichersystem ist die ideale Kombination zur Hybrid-Wechselrichter-Serie von Sofar. Je nach Leistungsklasse sind bis zu 8 kaskadierte Batteriemodule mit gesamt 38,0 kWh nutzbarer Kapazität möglich. Das in jeder Einheit verbaute BMS schafft maximale Flexibilität. Dank dem flachen und modularen Design findet das optisch ansprechende System immer sein Plätzchen. Produkteigenschaften Speichersystem: • Batteriekapazität (nutzbar): 14,25 kWh • Bis zu 8 Batteriemodule kaskadierbar (HYD 5-8 max. 4, HYD 10-20 max. 8 Einheiten) • Zellchemie: LFP • Nennspannung: 400 V • Schutzklasse: IP65 • Abmessungen: 1520 x 708 x 170 mm (HxBxT) • Gewicht: BDU + Sockel: 7,5 kg, 3x Speicher je 50,0 kg"
